ccode,week,group,denom,dose1,dose2,dose3,doseX,doses,cumDose1,cumDose2,cumDose3,cumDoses
HRV,2021-W36,ALL,4058165,17017,13884,43,2,30946,1785117,1595188,144,3381807
HRV,2021-W36,U18,697325,477,356,0,0,833,10251,7283,0,17536
HRV,2021-W37,ALL,4058165,21349,13719,25,0,35093,1806466,1608907,169,3416900
HRV,2021-W37,U18,697325,683,401,0,0,1084,10934,7684,0,18620
HRV,2021-W38,ALL,4058165,21363,14964,53,0,36380,1827829,1623871,222,3453280
HRV,2021-W38,U18,697325,676,458,0,0,1134,11610,8142,0,19754
HRV,2021-W39,ALL,4058165,21733,14075,83,38,35929,1849562,1637946,305,3489209
HRV,2021-W39,U18,697325,728,505,0,0,1233,12338,8647,0,20987
HRV,2021-W40,ALL,4058165,20801,13320,111,59,34291,1870363,1651266,416,3523500
HRV,2021-W40,U18,697325,788,506,0,0,1294,13126,9153,0,22281
HRV,2021-W41,ALL,4058165,14834,13676,884,0,29394,1885197,1664942,1300,3552894
HRV,2021-W41,U18,697325,683,561,0,0,1244,13809,9714,0,23525
HRV,2021-W42,ALL,4058165,14493,14088,6837,3,35421,1899690,1679030,8137,3588315
HRV,2021-W42,U18,697325,781,577,1,0,1359,14590,10291,1,24884
HRV,2021-W43,ALL,4058165,22536,16325,17921,6,56788,1922226,1695355,26058,3645103
HRV,2021-W43,U18,697325,1083,668,5,0,1756,15673,10959,6,26640
HRV,2021-W44,ALL,4058165,38270,14214,23174,0,75658,1960496,1709569,49232,3720761
HRV,2021-W44,U18,697325,2475,753,7,0,3235,18148,11712,13,29875
HRV,2021-W45,ALL,4058165,95186,16382,44920,5,156493,2055682,1725951,94152,3877254
HRV,2021-W45,U18,697325,3602,697,12,0,4311,21750,12409,25,34186
HRV,2021-W46,ALL,4058165,72192,14231,40459,1,126883,2127874,1740182,134611,4004137
HRV,2021-W46,U18,697325,2581,689,4,0,3274,24331,13098,29,37460
HRV,2021-W47,ALL,4058165,43143,19937,53214,4,116298,2171017,1760119,187825,4120435
HRV,2021-W47,U18,697325,1609,1305,11,0,2925,25940,14403,40,40385
HRV,2021-W48,ALL,4058165,24713,39643,58417,9,122782,2195730,1799762,246242,4243217
HRV,2021-W48,U18,697325,1362,2164,10,0,3536,27302,16567,50,43921
HRV,2021-W49,ALL,4058165,15924,50932,63613,2,130471,2211654,1850694,309855,4373688
HRV,2021-W49,U18,697325,994,2423,15,0,3432,28296,18990,65,47353
HRV,2021-W50,ALL,4058165,10996,44489,99989,7,155481,2222650,1895183,409844,4529169
HRV,2021-W50,U18,697325,819,2224,42,0,3085,29115,21214,107,50438
HRV,2021-W51,ALL,4058165,5324,21756,59864,12,86956,2227974,1916939,469708,4616125
HRV,2021-W51,U18,697325,460,1160,53,0,1673,29575,22374,160,52111
HRV,2021-W52,ALL,4058165,4932,18281,53815,11,77039,2232906,1935220,523523,4693164
HRV,2021-W52,U18,697325,599,1057,63,0,1719,30174,23431,223,53830
HRV,2022-W01,ALL,4058165,6004,16160,74563,4,96731,2238910,1951380,598086,4789895
HRV,2022-W01,U18,697325,907,1066,77,0,2050,31081,24497,300,55880
HRV,2022-W02,ALL,4058165,8091,14708,92725,6,115530,2247001,1966088,690811,4905425
HRV,2022-W02,U18,697325,897,842,121,0,1860,31978,25339,421,57740
HUN,2020-W52,ALL,9769526,1095,0,0,0,1095,1095,0,0,1095
HUN,2020-W53,ALL,9769526,10778,0,0,0,10778,11873,0,0,11873
HUN,2021-W01,ALL,9769526,59942,0,0,0,59942,71815,0,0,71815
HUN,2021-W02,ALL,9769526,51049,696,0,0,51745,122864,696,0,123560
HUN,2021-W03,ALL,9769526,21897,10708,0,0,32605,144761,11404,0,156165
HUN,2021-W04,ALL,9769526,89267,57587,0,0,146854,234028,68991,0,303019
HUN,2021-W05,ALL,9769526,45925,47829,0,0,93754,279953,116820,0,396773
HUN,2021-W06,ALL,9769526,58491,24578,0,0,83069,338444,141398,0,479842
HUN,2021-W07,ALL,9769526,96212,84979,0,0,181191,434656,226377,0,661033
HUN,2021-W08,ALL,9769526,259805,33832,0,0,293637,694461,260209,0,954670
HUN,2021-W09,ALL,9769526,322719,47235,0,0,369954,1017180,307444,0,1324624
HUN,2021-W10,ALL,9769526,341535,86102,0,0,427637,1358715,393546,0,1752261
HUN,2021-W11,ALL,9769526,249852,78791,0,0,328643,1608567,472337,0,2080904
HUN,2021-W12,ALL,9769526,330296,204130,0,0,534426,1938863,676467,0,2615330
HUN,2021-W13,ALL,9769526,445779,219935,0,0,665714,2384642,896402,0,3281044
HUN,2021-W14,ALL,9769526,539224,296843,0,0,836067,2923866,1193245,0,4117111
HUN,2021-W15,ALL,9769526,361761,169378,0,0,531139,3285627,1362623,0,4648250
HUN,2021-W16,ALL,9769526,333697,269258,0,0,602955,3619324,1631881,0,5251205
HUN,2021-W17,ALL,9769526,461809,410325,0,0,872134,4081133,2042206,0,6123339
HUN,2021-W18,ALL,9769526,220203,414973,0,0,635176,4301336,2457179,0,6758515
HUN,2021-W19,ALL,9769526,250110,202637,0,0,452747,4551446,2659816,0,7211262
HUN,2021-W19,U18,1709048,78548,440,0,0,78988,78548,440,0,78988
HUN,2021-W20,ALL,9769526,351035,252874,0,0,603909,4902481,2912690,0,7815171
HUN,2021-W20,U18,1709048,27543,1084,0,0,28627,106091,1524,0,107615
HUN,2021-W21,ALL,9769526,112779,575540,0,0,688319,5015260,3488230,0,8503490
HUN,2021-W21,U18,1709048,5486,1587,0,0,7073,111577,3111,0,114688
HUN,2021-W22,ALL,9769526,106282,360230,0,0,466512,5121542,3848460,0,8970002
HUN,2021-W22,U18,1709048,6245,3419,0,0,9664,117822,6530,0,124352
HUN,2021-W23,ALL,9769526,74425,197557,0,0,271982,5195967,4046017,0,9241984
HUN,2021-W23,U18,1709048,4369,1928,0,0,6297,122191,8458,0,130649
HUN,2021-W24,ALL,9769526,47198,204865,0,0,252063,5243165,4250882,0,9494047
HUN,2021-W24,U18,1709048,19951,71206,0,0,91157,142142,79664,0,221806
HUN,2021-W25,ALL,9769526,33809,318646,0,0,352455,5276974,4569528,0,9846502
HUN,2021-W25,U18,1709048,20427,26544,0,0,46971,162569,106208,0,268777
HUN,2021-W26,ALL,9769526,22757,177294,0,0,200051,5299731,4746822,0,10046553
HUN,2021-W26,U18,1709048,15292,5780,0,0,21072,177861,111988,0,289849
HUN,2021-W27,ALL,9769526,20738,116703,0,0,137441,5320469,4863525,0,10183994
HUN,2021-W27,U18,1709048,11627,10253,0,0,21880,189488,122241,0,311729
HUN,2021-W28,ALL,9769526,20965,84840,0,0,105805,5341434,4948365,0,10289799
HUN,2021-W28,U18,1709048,9518,22653,0,0,32171,199006,144894,0,343900
HUN,2021-W29,ALL,9769526,19538,46392,0,0,65930,5360972,4994757,0,10355729
HUN,2021-W29,U18,1709048,7391,25263,0,0,32654,206397,170157,0,376554
HUN,2021-W30,ALL,9769526,20508,44217,0,0,64725,5381480,5038974,0,10420454
HUN,2021-W30,U18,1709048,7172,13228,0,0,20400,213569,183385,0,396954
HUN,2021-W31,ALL,9769526,17596,19477,39769,0,76842,5399076,5058451,39769,10497296
HUN,2021-W31,U18,1709048,5965,9816,0,0,15781,219534,193201,0,412735
HUN,2021-W32,ALL,9769526,22169,17729,81137,0,121035,5421245,5076180,120906,10618331
HUN,2021-W32,U18,1709048,5746,7619,3,0,13368,225280,200820,3,426103
HUN,2021-W33,ALL,9769526,17252,12901,71329,0,101482,5438497,5089081,192235,10719813
HUN,2021-W33,U18,1709048,4203,5988,0,0,10191,229483,206808,3,436294
HUN,2021-W34,ALL,9769526,25058,17973,106587,0,149618,5463555,5107054,298822,10869431
HUN,2021-W34,U18,1709048,5962,7866,4,0,13832,235445,214674,7,450126
HUN,2021-W35,ALL,9769526,23740,18006,105944,0,147690,5487295,5125060,404766,11017121
HUN,2021-W35,U18,1709048,47228,6113,15,0,53356,282673,220787,22,503482
HUN,2021-W36,ALL,9769526,19543,16538,107845,0,143926,5506838,5141598,512611,11161047
HUN,2021-W36,U18,1709048,2136,4257,6,0,6399,284809,225044,28,509881
HUN,2021-W37,ALL,9769526,17110,17198,100383,0,134691,5523948,5158796,612994,11295738
HUN,2021-W37,U18,1709048,1388,4384,7,0,5779,286197,229428,35,515660
HUN,2021-W38,ALL,9769526,15009,19956,101720,0,136685,5538957,5178752,714714,11432423
HUN,2021-W38,U18,1709048,3940,37252,11,0,41203,290137,266680,46,556863
HUN,2021-W39,ALL,9769526,14383,17848,90248,0,122479,5553340,5196600,804962,11554902
HUN,2021-W39,U18,1709048,1269,4811,10,0,6090,291406,271491,56,562953
HUN,2021-W40,ALL,9769526,12879,15066,93873,0,121818,5566219,5211666,898835,11676720
HUN,2021-W40,U18,1709048,1260,3104,22,0,4386,292666,274595,78,567339
HUN,2021-W41,ALL,9769526,12596,13303,99032,0,124931,5578815,5224969,997867,11801651
HUN,2021-W41,U18,1709048,1460,4094,24,0,5578,294126,278689,102,572917
HUN,2021-W42,ALL,9769526,12499,11806,105954,0,130259,5591314,5236775,1103821,11931910
HUN,2021-W42,U18,1709048,1601,3222,25,0,4848,295727,281911,127,577765
HUN,2021-W43,ALL,9769526,13959,11474,114780,0,140213,5605273,5248249,1218601,12072123
HUN,2021-W43,U18,1709048,1986,1746,56,0,3788,297713,283657,183,581553
HUN,2021-W44,ALL,9769526,17104,11511,148052,0,176667,5622377,5259760,1366653,12248790
HUN,2021-W44,U18,1709048,1961,1724,71,0,3756,299674,285381,254,585309
HUN,2021-W45,ALL,9769526,21909,12071,221826,0,255806,5644286,5271831,1588479,12504596
HUN,2021-W45,U18,1709048,2542,1538,115,0,4195,302216,286919,369,589504
HUN,2021-W46,ALL,9769526,21139,12119,236553,0,269811,5665425,5283950,1825032,12774407
HUN,2021-W46,U18,1709048,3155,2437,183,0,5775,305371,289356,552,595279
HUN,2021-W47,ALL,9769526,85714,22175,642473,0,750362,5751139,5306125,2467505,13524769
HUN,2021-W47,U18,1709048,10201,2483,871,0,13555,315572,291839,1423,608834
HUN,2021-W48,ALL,9769526,33889,17505,284242,0,335636,5785028,5323630,2751747,13860405
HUN,2021-W48,U18,1709048,4543,2407,536,0,7486,320115,294246,1959,616320
HUN,2021-W49,ALL,9769526,26426,17062,233849,0,277337,5811454,5340692,2985596,14137742
HUN,2021-W49,U18,1709048,3598,3005,1261,0,7864,323713,297251,3220,624184
HUN,2021-W50,ALL,9769526,10200,34216,92266,0,136682,5821654,5374908,3077862,14274424
HUN,2021-W50,U18,1709048,21937,5796,1211,0,28944,345650,303047,4431,653128
HUN,2021-W51,ALL,9769526,5066,19682,38406,0,63154,5826720,5394590,3116268,14337578
HUN,2021-W51,U18,1709048,16727,3670,689,0,21086,362377,306717,5120,674214
HUN,2021-W52,ALL,9769526,5129,15379,31213,0,51721,5831849,5409969,3147481,14389299
HUN,2021-W52,U18,1709048,12098,2771,815,0,15684,374475,309488,5935,689898
HUN,2022-W01,ALL,9769526,14624,21301,97510,0,133435,5846473,5431270,3244991,14522734
HUN,2022-W01,U18,1709048,11279,21381,10608,0,43268,385754,330869,16543,733166
HUN,2022-W02,ALL,9769526,13410,11498,118610,0,143518,5859883,5442768,3363601,14666252
HUN,2022-W02,U18,1709048,12847,17299,11244,0,41390,398601,348168,27787,774556
HUN,2022-W03,ALL,9769526,4049,3394,35829,0,43272,5863932,5446162,3399430,14709524
HUN,2022-W03,U18,1709048,5086,9365,2161,0,16612,403687,357533,29948,791168
IRL,2020-W53,ALL,4964440,4324,438,139,0,4901,4324,438,139,4901
IRL,2020-W53,U18,1201635,11,10,6,0,27,11,10,6,27
IRL,2021-W01,ALL,4964440,48616,26,23,0,48665,52940,464,162,53566
IRL,2021-W01,U18,1201635,5,1,0,0,6,16,11,6,33
IRL,2021-W02,ALL,4964440,49013,26,17,0,49056,101953,490,179,102622
IRL,2021-W02,U18,1201635,15,1,1,0,17,31,12,7,50
IRL,2021-W03,ALL,4964440,46442,3746,6,0,50194,148395,4236,185,152816
IRL,2021-W03,U18,1201635,23,0,0,0,23,54,12,7,73
IRL,2021-W04,ALL,4964440,7770,46394,6,0,54170,156165,50630,191,206986
IRL,2021-W04,U18,1201635,1,3,0,0,4,55,15,7,77
IRL,2021-W05,ALL,4964440,9087,44557,0,0,53644,165252,95187,191,260630
IRL,2021-W05,U18,1201635,3,13,0,0,16,58,28,7,93
