ccode,date,dayNum,caseRate,caseWeek,deathRate,deathWeek,fullVacPct,dosesPerPerson
NLD,2021-11-19,203,140010.123,7607.60,1104.926,11.94,69.49,1.42
NLD,2021-11-26,210,149069.702,9059.58,1123.385,18.46,69.77,1.42
NLD,2021-12-03,217,157854.898,8785.20,1144.872,21.49,70.11,1.44
NLD,2021-12-10,224,166001.188,8146.29,1169.213,24.34,70.45,1.47
NLD,2021-12-17,231,172175.847,6174.66,1190.525,21.31,70.77,1.5
NLD,2021-12-24,238,177331.703,5155.86,1207.47,16.94,71.03,1.55
NLD,2021-12-31,245,182724.324,5392.62,1222.785,15.32,71.18,1.61
POL,2021-04-30,0,73872.053,,1785.909,,7.6,0.3
POL,2021-05-07,7,74726.169,854.12,1837.315,51.41,9.47,0.35
POL,2021-05-14,14,75376.723,650.55,1886.684,49.37,11.68,0.41
POL,2021-05-21,21,75747.573,370.85,1923.195,36.51,14.31,0.47
POL,2021-05-28,28,75947.694,200.12,1946.107,22.91,17.36,0.52
POL,2021-06-04,35,76048.655,100.96,1960.5,14.39,21.27,0.58
POL,2021-06-11,42,76117.337,68.68,1971.453,10.95,25.08,0.64
POL,2021-06-18,49,76155.938,38.60,1978.517,7.06,29.08,0.69
POL,2021-06-25,56,76182.501,26.56,1983.041,4.52,31.89,0.73
POL,2021-07-02,63,76199.354,16.85,1986.004,2.96,36.29,0.79
POL,2021-07-09,70,76214.25,14.90,1988.306,2.30,39.52,0.83
POL,2021-07-16,77,76229.357,15.11,1989.708,1.40,42.09,0.86
POL,2021-07-23,84,76248.062,18.71,1990.502,0.79,44.66,0.89
POL,2021-07-30,91,76270.233,22.17,1991.137,0.63,46.03,0.91
POL,2021-08-06,98,76296.955,26.72,1991.719,0.58,46.92,0.92
POL,2021-08-13,105,76328.121,31.17,1992.142,0.42,47.79,0.93
POL,2021-08-20,112,76362.965,34.84,1992.618,0.48,48.71,0.95
POL,2021-08-27,119,76401.275,38.31,1993.148,0.53,49.4,0.96
POL,2021-09-03,126,76455.089,53.81,1994.127,0.98,50.01,0.96
POL,2021-09-10,133,76530.995,75.91,1995.317,1.19,50.49,0.97
POL,2021-09-17,140,76635.685,104.69,1996.799,1.48,50.85,0.98
POL,2021-09-24,147,76769.955,134.27,1998.862,2.06,51.24,0.98
POL,2021-10-01,154,76948.753,178.80,2001.905,3.04,51.56,0.99
POL,2021-10-08,161,77224.727,275.97,2006.35,4.44,51.7,1
POL,2021-10-15,168,77620.816,396.09,2012.514,6.16,52.16,1.01
POL,2021-10-22,175,78363.971,743.15,2020.24,7.73,52.37,1.02
POL,2021-10-29,182,79590.814,1226.84,2033.892,13.65,52.78,1.03
POL,2021-11-05,189,81395.825,1805.01,2051.671,17.78,53.03,1.04
POL,2021-11-12,196,84021.721,2625.90,2078.34,26.67,53.27,1.05
POL,2021-11-19,203,87389.105,3367.38,2127.126,48.79,53.57,1.07
POL,2021-11-26,210,91569.86,4180.76,2185.544,58.42,53.82,1.09
POL,2021-12-03,217,95866.127,4296.27,2252.189,66.64,54.24,1.12
POL,2021-12-10,224,100141.175,4275.05,2326.322,74.13,54.67,1.16
POL,2021-12-17,231,103803.794,3662.62,2404.212,77.89,55.07,1.2
POL,2021-12-24,238,106696.193,2892.40,2488.055,83.84,55.35,1.22
POL,2021-12-31,245,108691.563,1995.37,2567.77,79.72,55.68,1.24
PRT,2021-04-30,0,82267.834,,1669.367,,8.89,0.33
PRT,2021-05-07,7,82499.838,232.00,1670.843,1.48,10.46,0.38
PRT,2021-05-14,14,82748.365,248.53,1671.826,0.98,12.11,0.43
PRT,2021-05-21,21,83034.46,286.10,1673.596,1.77,15.42,0.5
PRT,2021-05-28,28,83360.584,326.12,1674.187,0.59,18.15,0.55
PRT,2021-06-04,35,83739.914,379.33,1674.777,0.59,21.69,0.6
PRT,2021-06-11,42,84181.499,441.58,1676.252,1.47,25.24,0.67
PRT,2021-06-18,49,84867.48,685.98,1677.924,1.67,28.41,0.74
PRT,2021-06-25,56,85709.048,841.57,1679.891,1.97,32.03,0.8
PRT,2021-07-02,63,86983.546,1274.50,1682.546,2.65,34.59,0.84
PRT,2021-07-09,70,88758.442,1774.90,1685.89,3.34,40.29,0.94
PRT,2021-07-16,77,90849.134,2090.69,1691.004,5.11,47.64,1.06
PRT,2021-07-23,84,93139.769,2290.63,1697.889,6.88,52.81,1.13
PRT,2021-07-30,91,95008.686,1868.92,1705.756,7.87,58.37,1.19
PRT,2021-08-06,98,96614.028,1605.34,1715.198,9.44,63.66,1.26
PRT,2021-08-13,105,98205.602,1591.57,1724.738,9.54,68.1,1.32
PRT,2021-08-20,112,99787.538,1581.94,1733.097,8.36,71.49,1.38
PRT,2021-08-27,119,101376.751,1589.21,1741.064,7.97,73.98,1.43
PRT,2021-09-03,126,102689.999,1313.25,1747.85,6.79,76.25,1.47
PRT,2021-09-10,133,103605.23,915.23,1754.832,6.98,79.67,1.51
PRT,2021-09-17,140,104291.899,686.67,1759.946,5.11,82.07,1.53
PRT,2021-09-24,147,104803.41,511.51,1765.061,5.12,84.55,1.56
PRT,2021-10-01,154,105230.439,427.03,1768.208,3.15,85.34,1.57
PRT,2021-10-08,161,105637.012,406.57,1772.928,4.72,85.99,1.58
PRT,2021-10-15,168,106091.382,454.37,1777.944,5.02,86.46,1.59
PRT,2021-10-22,175,106575.453,484.07,1782.567,4.62,86.86,1.59
PRT,2021-10-29,182,107099.257,523.80,1785.32,2.75,87.19,1.6
PRT,2021-11-05,189,107724.754,625.50,1789.254,3.93,87.41,1.6
PRT,2021-11-12,196,108595.335,870.58,1793.287,4.03,87.58,1.65
PRT,2021-11-19,203,109899.632,1304.30,1799.778,6.49,87.78,1.65
PRT,2021-11-26,210,111767.762,1868.13,1808.924,9.15,87.78,1.7
PRT,2021-12-03,217,113823.836,2056.07,1818.661,9.74,88.49,1.75
PRT,2021-12-10,224,116546.516,2722.68,1831.839,13.18,88.73,1.8
PRT,2021-12-17,231,119569.552,3023.04,1843.149,11.31,88.98,1.84
PRT,2021-12-24,238,124512.843,4943.29,1853.968,10.82,89.31,1.87
PRT,2021-12-31,245,136669.603,12156.76,1864.196,10.23,89.53,1.91
ROU,2021-04-30,0,55169.259,,1469.539,,10.13,0.27
ROU,2021-05-07,7,55623.258,454.00,1505.612,36.07,11.79,0.3
ROU,2021-05-14,14,55971.234,347.98,1537.712,32.10,14.16,0.34
ROU,2021-05-21,21,56189.555,218.32,1559.303,21.59,16.59,0.38
ROU,2021-05-28,28,56313.982,124.43,1577.497,18.19,18.35,0.4
ROU,2021-06-04,35,56387.278,73.30,1600.395,22.90,20.16,0.42
ROU,2021-06-11,42,56437.833,50.56,1656.283,55.89,21.63,0.44
ROU,2021-06-18,49,56469.724,31.89,1684.043,27.76,22.58,0.45
ROU,2021-06-25,56,56489.695,19.97,1720.587,36.54,23.17,0.46
ROU,2021-07-02,63,56507.365,17.67,1772.188,51.60,23.78,0.47
ROU,2021-07-09,70,56523.781,16.42,1787.819,15.63,24.24,0.48
ROU,2021-07-16,77,56542.863,19.08,1790.59,2.77,24.66,0.48
ROU,2021-07-23,84,56569.944,27.08,1791.427,0.84,25.02,0.49
ROU,2021-07-30,91,56620.97,51.03,1792.054,0.63,25.39,0.49
ROU,2021-08-06,98,56695.364,74.39,1793.466,1.41,25.75,0.5
ROU,2021-08-13,105,56801.806,106.44,1795.139,1.67,26.04,0.5
ROU,2021-08-20,112,56975.637,173.83,1797.805,2.67,26.38,0.5
ROU,2021-08-27,119,57239.808,264.17,1803.137,5.33,26.7,0.51
ROU,2021-09-03,126,57675.196,435.39,1811.502,8.37,26.97,0.51
ROU,2021-09-10,133,58339.309,664.11,1825.304,13.80,27.19,0.52
ROU,2021-09-17,140,59573.326,1234.02,1848.569,23.26,27.43,0.52
ROU,2021-09-24,147,61695.476,2122.15,1887.779,39.21,27.77,0.52
ROU,2021-10-01,154,65065.341,3369.86,1945.339,57.56,28.24,0.54
ROU,2021-10-08,161,69648.519,4583.18,2035.104,89.77,28.79,0.56
ROU,2021-10-15,168,74785.239,5136.72,2150.277,115.17,29.46,0.58
ROU,2021-10-22,175,80246.774,5461.54,2292.165,141.89,30.47,0.61
ROU,2021-10-29,182,85138.039,4891.26,2452.507,160.34,32.57,0.65
ROU,2021-11-05,189,88537.86,3399.82,2618.549,166.04,33.91,0.68
ROU,2021-11-12,196,90720.289,2182.43,2745.38,126.83,35.22,0.71
ROU,2021-11-19,203,91911.802,1191.51,2855.743,110.36,37.21,0.74
ROU,2021-11-26,210,92736.624,824.82,2927.105,71.36,38.41,0.77
ROU,2021-12-03,217,93248.184,511.56,2974.209,47.10,39.15,0.79
ROU,2021-12-10,224,93659.732,411.55,3007.721,33.51,39.8,0.8
ROU,2021-12-17,231,93945.756,286.02,3036.37,28.65,40.3,0.81
ROU,2021-12-24,238,94198.007,252.25,3058.746,22.38,40.64,0.82
ROU,2021-12-31,245,94568.829,370.82,3071.555,12.81,40.87,0.83
SVK,2021-04-30,0,138091.162,,2139.642,,9.21,0.29
SVK,2021-05-07,7,139241.925,1150.76,2187.621,47.98,10.53,0.32
SVK,2021-05-14,14,140069.471,827.55,2228.275,40.65,11.74,0.37
SVK,2021-05-21,21,140648.148,578.68,2248.785,20.51,13.22,0.41
SVK,2021-05-28,28,141063.844,415.70,2258.491,9.71,14.75,0.46
SVK,2021-06-04,35,141392.555,328.71,2267.464,8.97,16.96,0.5
SVK,2021-06-11,42,141636.112,243.56,2276.803,9.34,20.27,0.55
SVK,2021-06-18,49,141775.288,139.18,2285.044,8.24,23.56,0.59
SVK,2021-06-25,56,141869.781,94.49,2289.989,4.95,27.26,0.64
SVK,2021-07-02,63,141939.735,69.95,2291.087,1.10,30.32,0.68
SVK,2021-07-09,70,141986.066,46.33,2292.186,1.10,32.41,0.71
SVK,2021-07-16,77,142034.045,47.98,2293.468,1.28,34.4,0.74
SVK,2021-07-23,84,142092.095,58.05,2295.299,1.83,35.68,0.76
SVK,2021-07-30,91,142171.206,79.11,2295.665,0.37,36.82,0.78
SVK,2021-08-06,98,142264.417,93.21,2296.581,0.92,38.16,0.8
SVK,2021-08-13,105,142365.136,100.72,2297.13,0.55,39.37,0.81
SVK,2021-08-20,112,142504.312,139.18,2297.68,0.55,40.16,0.82
SVK,2021-08-27,119,142679.929,175.62,2297.863,0.18,40.8,0.83
SVK,2021-09-03,126,142964.324,284.39,2298.046,0.18,41.35,0.84
SVK,2021-09-10,133,143563.145,598.82,2299.694,1.65,41.82,0.85
SVK,2021-09-17,140,144475.478,912.33,2301.709,2.01,42.22,0.85
SVK,2021-09-24,147,145843.428,1367.95,2306.287,4.58,42.63,0.86
SVK,2021-10-01,154,147596.309,1752.88,2316.359,10.07,42.93,0.87
SVK,2021-10-08,161,149800.961,2204.65,2329.361,13.00,43.2,0.87
SVK,2021-10-15,168,152444.382,2643.42,2346.941,17.58,43.45,0.87
SVK,2021-10-22,175,156393.857,3949.47,2359.759,12.82,43.71,0.88
SVK,2021-10-29,182,162468.69,6074.83,2380.636,20.88,43.97,0.89
SVK,2021-11-05,189,170513.774,8045.08,2411.035,30.40,44.19,0.91
SVK,2021-11-12,196,180859.285,10345.51,2462.31,51.28,44.46,0.93
SVK,2021-11-19,203,192601.68,11742.39,2523.657,61.35,44.8,0.95
SVK,2021-11-26,210,207153.042,14551.36,2596.175,72.52,45.24,0.98
SVK,2021-12-03,217,221578.047,14425.01,2691.217,95.04,45.58,1.01
SVK,2021-12-10,224,233117.538,11539.49,2790.105,98.89,45.93,1.03
SVK,2021-12-17,231,241025.094,7907.56,2901.263,111.16,46.39,1.07
SVK,2021-12-24,238,246830.55,5805.46,2983.12,81.86,46.86,1.1
SVK,2021-12-31,245,251080.534,4249.98,3046.298,63.18,47.19,1.13
SVN,2021-04-30,0,115595.969,,2044.524,,10.22,0.31
SVN,2021-05-07,7,117937.311,2341.34,2061.362,16.84,12.3,0.36
SVN,2021-05-14,14,119554.169,1616.86,2075.313,13.95,13.9,0.4
SVN,2021-05-21,21,120818.406,1264.24,2091.669,16.36,16.03,0.46
SVN,2021-05-28,28,121776.687,958.28,2102.252,10.58,19.48,0.51
SVN,2021-06-04,35,122658.478,881.79,2109.468,7.22,23.26,0.57
SVN,2021-06-11,42,123260.29,601.81,2115.722,6.25,26.69,0.62
SVN,2021-06-18,49,123571.539,311.25,2121.976,6.25,29.15,0.66
SVN,2021-06-25,56,123734.62,163.08,2124.862,2.89,31.67,0.69
SVN,2021-07-02,63,123817.844,83.22,2125.824,0.96,34.51,0.73
SVN,2021-07-09,70,123971.785,153.94,2127.749,1.92,36.54,0.75
SVN,2021-07-16,77,124166.616,194.83,2128.711,0.96,38.02,0.78
SVN,2021-07-23,84,124367.22,200.60,2129.192,0.48,39.2,0.8
SVN,2021-07-30,91,124633.729,266.51,2130.154,0.96,40.31,0.82
SVN,2021-08-06,98,125033.013,399.28,2131.116,0.96,41.44,0.84
SVN,2021-08-13,105,125590.567,557.55,2132.559,1.44,42.49,0.85
SVN,2021-08-20,112,126473.801,883.23,2134.965,2.41,43.56,0.87
SVN,2021-08-27,119,127820.301,1346.50,2138.813,3.85,44.54,0.89
SVN,2021-09-03,126,129525.675,1705.37,2142.181,3.37,45.37,0.9
SVN,2021-09-10,133,132065.696,2540.02,2148.434,6.25,46.35,0.92
SVN,2021-09-17,140,135509.637,3443.94,2160.942,12.51,47.92,0.96
SVN,2021-09-24,147,138651.951,3142.31,2177.298,16.36,49,0.99
SVN,2021-10-01,154,141594.142,2942.19,2196.06,18.76,49.99,1
SVN,2021-10-08,161,144359.782,2765.64,2213.859,17.80,51.66,1.03
SVN,2021-10-15,168,147236.549,2876.77,2227.81,13.95,52.82,1.04
SVN,2021-10-22,175,152082.793,4846.24,2246.091,18.28,53.41,1.05
SVN,2021-10-29,182,159331.474,7248.68,2275.435,29.34,53.75,1.06
SVN,2021-11-05,189,168370.678,9039.20,2311.996,36.56,54.03,1.09
SVN,2021-11-12,196,179008.459,10637.78,2356.735,44.74,54.36,1.13
SVN,2021-11-19,203,190118.164,11109.70,2415.906,59.17,54.71,1.18
SVN,2021-11-26,210,198999.097,8880.93,2473.634,57.73,55.09,1.21
SVN,2021-12-03,217,205431.411,6432.31,2536.172,62.54,55.64,1.24
SVN,2021-12-10,224,210556.673,5125.26,2590.052,53.88,56.24,1.26
SVN,2021-12-17,231,214798.22,4241.55,2628.537,38.48,56.66,1.28
SVN,2021-12-24,238,218546.675,3748.45,2659.806,31.27,57.07,1.32
SVN,2021-12-31,245,223237.055,4690.38,2688.67,28.86,57.25,1.33
ESP,2021-04-30,0,75389.049,,1673.241,,10.03,0.35
ESP,2021-05-07,7,76316.01,926.96,1685.563,12.32,12.74,0.41
ESP,2021-05-14,14,77115.9,799.89,1697.265,11.70,14.92,0.46
ESP,2021-05-21,21,77793.06,677.16,1703.276,6.01,16.83,0.51
ESP,2021-05-28,28,78482.007,688.95,1709.373,6.10,18.83,0.56
ESP,2021-06-04,35,79109.302,627.29,1715.577,6.20,21.94,0.62
ESP,2021-06-11,42,79871.283,761.98,1722.123,6.55,26.21,0.69
ESP,2021-06-18,49,80381.325,510.04,1725.353,3.23,29.82,0.76
ESP,2021-06-25,56,80916.588,535.26,1728.07,2.72,34,0.83
ESP,2021-07-02,63,82016.273,1099.68,1730.894,2.82,39.5,0.92
ESP,2021-07-09,70,84226.639,2210.37,1732.862,1.97,44.92,1
ESP,2021-07-16,77,87714.269,3487.63,1734.852,1.99,50,1.07
ESP,2021-07-23,84,91569.359,3855.09,1737.526,2.67,54.33,1.14
ESP,2021-07-30,91,95133.681,3564.32,1743.195,5.67,57.62,1.2
ESP,2021-08-06,98,98151.915,3018.23,1754.319,11.12,60.45,1.25
ESP,2021-08-13,105,100406.863,2254.95,1764.245,9.93,63.16,1.3
ESP,2021-08-20,112,102052.229,1645.37,1778.492,14.25,66.52,1.35
ESP,2021-08-27,119,103364.792,1312.56,1796.976,18.48,69.44,1.39
ESP,2021-09-03,126,104347.695,982.90,1813.983,17.01,72.61,1.43
ESP,2021-09-10,133,104983.182,635.49,1824.572,10.59,75.02,1.46
ESP,2021-09-17,140,105455.637,472.46,1835.118,10.55,76.55,1.48
ESP,2021-09-24,147,105820.487,364.85,1844.66,9.54,77.73,1.49
ESP,2021-10-01,154,106131.257,310.77,1849.665,5.00,78.44,1.5
ESP,2021-10-08,161,106398.471,267.21,1856.404,6.74,78.87,1.51
ESP,2021-10-15,168,106628.805,230.33,1860.597,4.19,79.21,1.52
ESP,2021-10-22,175,106914.31,285.51,1863.977,3.38,79.58,1.52
ESP,2021-10-29,182,107201.313,287.00,1869.026,5.05,79.83,1.54
ESP,2021-11-05,189,107511.313,310.00,1871.935,2.91,79.96,1.55
ESP,2021-11-12,196,107971.617,460.30,1875.55,3.62,80.11,1.57
ESP,2021-11-19,203,108688.417,716.80,1878.481,2.93,80.26,1.6
ESP,2021-11-26,210,109765.512,1077.10,1881.583,3.10,80.4,1.63
ESP,2021-12-03,217,111304.621,1539.11,1885.947,4.36,80.55,1.65
ESP,2021-12-10,224,113172.513,1867.89,1890.675,4.73,80.66,1.66
ESP,2021-12-17,231,116707.72,3535.21,1897.692,7.02,80.82,1.77
ESP,2021-12-24,238,122322.841,5615.12,1904.345,6.65,80.93,1.79
ESP,2021-12-31,245,134660.746,12337.91,1912.602,8.26,81.01,1.79
SWE,2021-04-30,0,95825.666,,1382.656,,7.68,0.31
SWE,2021-05-07,7,99190.574,3364.91,1394.958,12.30,7.95,0.35
SWE,2021-05-14,14,102077.733,2887.16,1404.998,10.04,9.09,0.4
SWE,2021-05-21,21,104165.791,2088.06,1413.954,8.96,10.55,0.44
SWE,2021-05-28,28,105163.02,997.23,1422.32,8.37,12.57,0.48
SWE,2021-06-04,35,106106.804,943.78,1429.407,7.09,15.42,0.53
SWE,2021-06-11,42,106637.701,530.90,1434.426,5.02,19.05,0.59
SWE,2021-06-18,49,106753.841,116.14,1434.426,0.00,23.09,0.66
SWE,2021-06-25,56,107173.126,419.29,1438.855,4.43,27.72,0.73
SWE,2021-07-02,63,107368.398,195.27,1440.037,1.18,31.14,0.8
SWE,2021-07-09,70,107531.782,163.38,1441.218,1.18,34.32,0.87
SWE,2021-07-16,77,107703.728,171.95,1441.513,0.29,36.39,0.93
SWE,2021-07-23,84,107950.968,247.24,1442.005,0.49,37.96,0.98
SWE,2021-07-30,91,108269.959,318.99,1442.399,0.39,39.98,1.02
SWE,2021-08-06,98,108712.669,442.71,1442.596,0.20,42.53,1.06
SWE,2021-08-13,105,109264.727,552.06,1442.694,0.10,45.44,1.1
SWE,2021-08-20,112,109898.28,633.55,1443.678,0.98,48.74,1.15
SWE,2021-08-27,119,110570.415,672.13,1445.351,1.67,52.78,1.2
SWE,2021-09-03,126,111270.404,699.99,1446.04,0.69,56.55,1.24
SWE,2021-09-10,133,112007.794,737.39,1447.123,1.08,59.47,1.28
SWE,2021-09-17,140,112693.315,685.52,1454.21,7.09,61.6,1.31
SWE,2021-09-24,147,113128.84,435.52,1458.737,4.53,63.33,1.33
SWE,2021-10-01,154,113546.944,418.10,1463.363,4.63,64.61,1.35
SWE,2021-10-08,161,113957.075,410.13,1467.005,3.64,65.68,1.37
SWE,2021-10-15,168,114361.695,404.62,1472.024,5.02,66.43,1.38
SWE,2021-10-22,175,114761.59,399.89,1475.666,3.64,67.02,1.4
SWE,2021-10-29,182,115304.495,542.90,1478.815,3.15,67.49,1.42
SWE,2021-11-05,189,115853.896,549.40,1481.965,3.15,67.96,1.44
SWE,2021-11-12,196,116383.12,529.22,1484.426,2.46,68.27,1.45
SWE,2021-11-19,203,116999.645,616.53,1487.181,2.76,68.81,1.48
SWE,2021-11-26,210,117995.004,995.36,1490.626,3.44,69.45,1.52
SWE,2021-12-03,217,119303.743,1308.74,1493.087,2.46,70.21,1.56
SWE,2021-12-10,224,120984.032,1680.29,1495.154,2.07,70.91,1.61
SWE,2021-12-17,231,123116.676,2132.64,1499.091,3.94,71.6,1.65
SWE,2021-12-24,238,125324.121,2207.44,1502.437,3.35,72.21,1.7
SWE,2021-12-31,245,129405.849,4081.73,1506.866,4.43,72.65,1.73
