country,w,offset,r
Croatia,15,3,0.3047
Croatia,15,4,0.3707
Croatia,15,5,0.4365
Croatia,15,6,0.5010
Croatia,15,7,0.5632
Croatia,15,8,0.6242
Croatia,15,9,0.6826
Croatia,3,0,0.0239
Croatia,3,1,0.0983
Croatia,3,10,0.5911
Croatia,3,11,0.6348
Croatia,3,12,0.6839
Croatia,3,13,0.7381
Croatia,3,14,0.7849
Croatia,3,15,0.8220
Croatia,3,16,0.8424
Croatia,3,17,0.8649
Croatia,3,18,0.8901
Croatia,3,19,0.9060
Croatia,3,2,0.1707
Croatia,3,20,0.9102
Croatia,3,21,0.9111
Croatia,3,22,0.9119
Croatia,3,23,0.9113
Croatia,3,24,0.9033
Croatia,3,25,0.8816
Croatia,3,26,0.8635
Croatia,3,27,0.8519
Croatia,3,3,0.2460
Croatia,3,4,0.3116
Croatia,3,5,0.3696
Croatia,3,6,0.4156
Croatia,3,7,0.4561
Croatia,3,8,0.4995
Croatia,3,9,0.5493
Croatia,7,0,0.0359
Croatia,7,1,0.1072
Croatia,7,10,0.6881
Croatia,7,11,0.7409
Croatia,7,12,0.7892
Croatia,7,13,0.8337
Croatia,7,14,0.8709
Croatia,7,15,0.9002
Croatia,7,16,0.9247
Croatia,7,17,0.9437
Croatia,7,18,0.9592
Croatia,7,19,0.9682
Croatia,7,2,0.1793
Croatia,7,20,0.9711
Croatia,7,21,0.9690
Croatia,7,22,0.9636
Croatia,7,23,0.9542
Croatia,7,24,0.9387
Croatia,7,25,0.9193
Croatia,7,26,0.9023
Croatia,7,27,0.8857
Croatia,7,3,0.2493
Croatia,7,4,0.3179
Croatia,7,5,0.3856
Croatia,7,6,0.4504
Croatia,7,7,0.5130
Croatia,7,8,0.5729
Croatia,7,9,0.6330
Cyprus,0,0,0.2270
Cyprus,0,1,0.2151
Cyprus,0,10,0.2444
Cyprus,0,11,0.3674
Cyprus,0,12,0.3778
Cyprus,0,13,0.2373
Cyprus,0,14,0.1529
Cyprus,0,15,0.1157
Cyprus,0,16,0.0858
Cyprus,0,17,0.1830
Cyprus,0,18,0.1606
Cyprus,0,19,0.1755
Cyprus,0,2,0.1220
Cyprus,0,20,0.2301
Cyprus,0,21,0.1167
Cyprus,0,22,0.1095
Cyprus,0,23,0.2004
Cyprus,0,24,0.0808
Cyprus,0,25,0.2104
Cyprus,0,26,0.1304
Cyprus,0,27,-0.0039
Cyprus,0,3,0.1796
Cyprus,0,4,0.1880
Cyprus,0,5,0.1626
Cyprus,0,6,0.1609
Cyprus,0,7,0.1801
Cyprus,0,8,0.2802
Cyprus,0,9,0.2169
Cyprus,1,0,0.4220
Cyprus,1,1,0.3572
Cyprus,1,10,0.3821
Cyprus,1,11,0.4109
Cyprus,1,12,0.3994
Cyprus,1,13,0.3820
Cyprus,1,14,0.3104
Cyprus,1,15,0.2366
Cyprus,1,16,0.1895
Cyprus,1,17,0.2263
Cyprus,1,18,0.2954
Cyprus,1,19,0.3695
Cyprus,1,2,0.3034
Cyprus,1,20,0.3877
Cyprus,1,21,0.3806
Cyprus,1,22,0.3448
Cyprus,1,23,0.2905
Cyprus,1,24,0.2726
Cyprus,1,25,0.2585
Cyprus,1,26,0.2668
Cyprus,1,27,0.2455
Cyprus,1,3,0.2754
Cyprus,1,4,0.2702
Cyprus,1,5,0.2424
Cyprus,1,6,0.2563
Cyprus,1,7,0.2726
Cyprus,1,8,0.3204
Cyprus,1,9,0.3612
Cyprus,15,0,0.9418
Cyprus,15,1,0.9292
Cyprus,15,10,0.6819
Cyprus,15,11,0.6439
Cyprus,15,12,0.6073
Cyprus,15,13,0.5693
Cyprus,15,14,0.5302
Cyprus,15,15,0.4931
Cyprus,15,16,0.4587
Cyprus,15,17,0.4284
Cyprus,15,18,0.4016
Cyprus,15,19,0.3748
Cyprus,15,2,0.9129
Cyprus,15,20,0.3477
Cyprus,15,21,0.3213
Cyprus,15,22,0.2949
Cyprus,15,23,0.2702
Cyprus,15,24,0.2472
Cyprus,15,25,0.2239
Cyprus,15,26,0.2058
Cyprus,15,27,0.1878
Cyprus,15,3,0.8943
Cyprus,15,4,0.8722
Cyprus,15,5,0.8460
Cyprus,15,6,0.8188
Cyprus,15,7,0.7870
Cyprus,15,8,0.7533
Cyprus,15,9,0.7193
Cyprus,3,0,0.5555
Cyprus,3,1,0.5058
Cyprus,3,10,0.4162
Cyprus,3,11,0.4086
Cyprus,3,12,0.4066
Cyprus,3,13,0.3953
Cyprus,3,14,0.3810
Cyprus,3,15,0.3763
Cyprus,3,16,0.3550
Cyprus,3,17,0.3627
Cyprus,3,18,0.3991
Cyprus,3,19,0.4105
Cyprus,3,2,0.4676
Cyprus,3,20,0.4294
Cyprus,3,21,0.4621
Cyprus,3,22,0.4686
Cyprus,3,23,0.4589
Cyprus,3,24,0.4372
Cyprus,3,25,0.4037
Cyprus,3,26,0.3816
Cyprus,3,27,0.3568
Cyprus,3,3,0.4415
Cyprus,3,4,0.4141
Cyprus,3,5,0.3977
Cyprus,3,6,0.3979
Cyprus,3,7,0.3986
Cyprus,3,8,0.4098
Cyprus,3,9,0.4241
Cyprus,7,0,0.7772
Cyprus,7,1,0.7497
Cyprus,7,10,0.4764
Cyprus,7,11,0.4484
Cyprus,7,12,0.4244
Cyprus,7,13,0.4014
Cyprus,7,14,0.3770
Cyprus,7,15,0.3578
Cyprus,7,16,0.3445
Cyprus,7,17,0.3415
Cyprus,7,18,0.3458
Cyprus,7,19,0.3523
Cyprus,7,2,0.7183
Cyprus,7,20,0.3610
Cyprus,7,21,0.3704
Cyprus,7,22,0.3841
Cyprus,7,23,0.4008
Cyprus,7,24,0.3933
Cyprus,7,25,0.3898
Cyprus,7,26,0.4013
Cyprus,7,27,0.3957
Cyprus,7,3,0.6866
Cyprus,7,4,0.6535
Cyprus,7,5,0.6192
Cyprus,7,6,0.5875
Cyprus,7,7,0.5572
Cyprus,7,8,0.5293
Cyprus,7,9,0.5030
Czech Republic,0,0,0.3299
Czech Republic,0,1,0.3268
Czech Republic,0,10,0.6447
Czech Republic,0,11,0.7173
Czech Republic,0,12,0.6789
Czech Republic,0,13,0.5950
Czech Republic,0,14,0.6603
Czech Republic,0,15,0.5372
Czech Republic,0,16,0.4838
Czech Republic,0,17,0.5741
Czech Republic,0,18,0.4792
Czech Republic,0,19,0.5348
Czech Republic,0,2,0.3905
Czech Republic,0,20,0.4340
Czech Republic,0,21,0.3899
Czech Republic,0,22,0.3679
Czech Republic,0,23,0.4086
Czech Republic,0,24,0.3930
Czech Republic,0,25,0.4435
Czech Republic,0,26,0.3943
Czech Republic,0,27,0.4020
Czech Republic,0,3,0.5073
Czech Republic,0,4,0.5350
Czech Republic,0,5,0.6017
Czech Republic,0,6,0.6568
Czech Republic,0,7,0.5313
Czech Republic,0,8,0.5979
Czech Republic,0,9,0.5532
Czech Republic,1,0,0.3941
Czech Republic,1,1,0.4193
Czech Republic,1,10,0.7514
Czech Republic,1,11,0.7973
Czech Republic,1,12,0.8129
Czech Republic,1,13,0.8049
Czech Republic,1,14,0.7621
Czech Republic,1,15,0.6945
Czech Republic,1,16,0.6382
Czech Republic,1,17,0.6044
Czech Republic,1,18,0.6229
Czech Republic,1,19,0.6048
Czech Republic,1,2,0.4625
Czech Republic,1,20,0.5764
Czech Republic,1,21,0.4930
Czech Republic,1,22,0.4417
Czech Republic,1,23,0.3902
Czech Republic,1,24,0.4056
Czech Republic,1,25,0.4221
Czech Republic,1,26,0.4913
Czech Republic,1,27,0.5082
Czech Republic,1,3,0.5452
Czech Republic,1,4,0.6392
Czech Republic,1,5,0.7253
Czech Republic,1,6,0.7567
Czech Republic,1,7,0.7450
Czech Republic,1,8,0.7164
Czech Republic,1,9,0.7171
Czech Republic,15,0,0.6226
Czech Republic,15,1,0.6745
Czech Republic,15,10,0.9824
Czech Republic,15,11,0.9893
Czech Republic,15,12,0.9886
Czech Republic,15,13,0.9802
Czech Republic,15,14,0.9636
Czech Republic,15,15,0.9392
Czech Republic,15,16,0.9074
Czech Republic,15,17,0.8692
Czech Republic,15,18,0.8259
Czech Republic,15,19,0.7766
Czech Republic,15,2,0.7246
Czech Republic,15,20,0.7231
Czech Republic,15,21,0.6658
Czech Republic,15,22,0.6066
Czech Republic,15,23,0.5474
Czech Republic,15,24,0.4893
Czech Republic,15,25,0.4326
Czech Republic,15,26,0.3793
Czech Republic,15,27,0.3265
Czech Republic,15,3,0.7720
Czech Republic,15,4,0.8162
Czech Republic,15,5,0.8569
Czech Republic,15,6,0.8930
Czech Republic,15,7,0.9241
Czech Republic,15,8,0.9494
Czech Republic,15,9,0.9688
Czech Republic,3,0,0.4429
Czech Republic,3,1,0.5203
Czech Republic,3,10,0.9101
Czech Republic,3,11,0.9089
Czech Republic,3,12,0.8960
Czech Republic,3,13,0.8783
Czech Republic,3,14,0.8499
Czech Republic,3,15,0.8127
Czech Republic,3,16,0.7688
Czech Republic,3,17,0.7143
Czech Republic,3,18,0.6682
Czech Republic,3,19,0.6160
Czech Republic,3,2,0.5945
Czech Republic,3,20,0.5685
Czech Republic,3,21,0.5272
Czech Republic,3,22,0.4930
Czech Republic,3,23,0.4629
Czech Republic,3,24,0.4444
Czech Republic,3,25,0.4228
Czech Republic,3,26,0.4246
Czech Republic,3,27,0.4200
Czech Republic,3,3,0.6628
Czech Republic,3,4,0.7222
Czech Republic,3,5,0.7779
Czech Republic,3,6,0.8203
Czech Republic,3,7,0.8542
Czech Republic,3,8,0.8811
Czech Republic,3,9,0.8985
Czech Republic,7,0,0.4984
Czech Republic,7,1,0.5705
Czech Republic,7,10,0.9504
Czech Republic,7,11,0.9492
Czech Republic,7,12,0.9376
Czech Republic,7,13,0.9170
Czech Republic,7,14,0.8870
Czech Republic,7,15,0.8492
Czech Republic,7,16,0.8054
Czech Republic,7,17,0.7560
Czech Republic,7,18,0.7059
Czech Republic,7,19,0.6514
Czech Republic,7,2,0.6395
Czech Republic,7,20,0.5973
Czech Republic,7,21,0.5440
Czech Republic,7,22,0.4939
Czech Republic,7,23,0.4487
Czech Republic,7,24,0.4083
Czech Republic,7,25,0.3701
Czech Republic,7,26,0.3392
Czech Republic,7,27,0.3122
Czech Republic,7,3,0.7040
Czech Republic,7,4,0.7634
Czech Republic,7,5,0.8170
Czech Republic,7,6,0.8622
Czech Republic,7,7,0.8979
Czech Republic,7,8,0.9248
Czech Republic,7,9,0.9415
Denmark,0,0,0.8244
Denmark,0,1,0.8155
Denmark,0,10,0.6336
Denmark,0,11,0.6098
Denmark,0,12,0.5714
Denmark,0,13,0.5516
Denmark,0,14,0.5196
Denmark,0,15,0.5448
Denmark,0,16,0.5212
Denmark,0,17,0.4758
Denmark,0,18,0.4540
Denmark,0,19,0.4107
Denmark,0,2,0.7960
Denmark,0,20,0.4260
Denmark,0,21,0.4289
Denmark,0,22,0.4703
Denmark,0,23,0.4477
Denmark,0,24,0.4474
Denmark,0,25,0.4642
Denmark,0,26,0.4363
Denmark,0,27,0.4694
Denmark,0,3,0.7684
Denmark,0,4,0.7674
Denmark,0,5,0.7251
Denmark,0,6,0.7386
Denmark,0,7,0.7142
Denmark,0,8,0.6983
Denmark,0,9,0.6729
Denmark,1,0,0.8950
Denmark,1,1,0.8990
Denmark,1,10,0.7222
Denmark,1,11,0.6869
Denmark,1,12,0.6532
Denmark,1,13,0.6292
Denmark,1,14,0.6101
Denmark,1,15,0.5966
Denmark,1,16,0.5724
Denmark,1,17,0.5361
Denmark,1,18,0.4898
Denmark,1,19,0.4643
Denmark,1,2,0.8853
Denmark,1,20,0.4542
Denmark,1,21,0.4632
Denmark,1,22,0.4706
Denmark,1,23,0.4745
Denmark,1,24,0.4689
Denmark,1,25,0.4585
Denmark,1,26,0.4433
Denmark,1,27,0.4392
Denmark,1,3,0.8528
Denmark,1,4,0.8287
Denmark,1,5,0.8056
Denmark,1,6,0.7944
Denmark,1,7,0.7822
Denmark,1,8,0.7723
Denmark,1,9,0.7526
Denmark,15,0,0.9850
Denmark,15,1,0.9922
Denmark,15,10,0.9107
Denmark,15,11,0.8864
Denmark,15,12,0.8596
Denmark,15,13,0.8301
Denmark,15,14,0.7987
Denmark,15,15,0.7654
Denmark,15,16,0.7300
Denmark,15,17,0.6929
Denmark,15,18,0.6545
Denmark,15,19,0.6156
Denmark,15,2,0.9959
Denmark,15,20,0.5753
Denmark,15,21,0.5346
Denmark,15,22,0.4930
Denmark,15,23,0.4513
Denmark,15,24,0.4097
Denmark,15,25,0.3690
Denmark,15,26,0.3291
Denmark,15,27,0.2910
Denmark,15,3,0.9963
Denmark,15,4,0.9934
Denmark,15,5,0.9873
Denmark,15,6,0.9782
Denmark,15,7,0.9659
Denmark,15,8,0.9505
Denmark,15,9,0.9321
Denmark,3,0,0.9413
Denmark,3,1,0.9441
Denmark,3,10,0.7785
Denmark,3,11,0.7500
Denmark,3,12,0.7201
Denmark,3,13,0.6878
Denmark,3,14,0.6550
Denmark,3,15,0.6234
Denmark,3,16,0.5923
Denmark,3,17,0.5633
Denmark,3,18,0.5383
Denmark,3,19,0.5194
Denmark,3,2,0.9389
Denmark,3,20,0.5032
Denmark,3,21,0.4889
Denmark,3,22,0.4725
Denmark,3,23,0.4582
Denmark,3,24,0.4447
Denmark,3,25,0.4302
Denmark,3,26,0.4117
Denmark,3,27,0.3981
Denmark,3,3,0.9279
Denmark,3,4,0.9139
Denmark,3,5,0.8963
Denmark,3,6,0.8765
Denmark,3,7,0.8532
Denmark,3,8,0.8296
Denmark,3,9,0.8051
Denmark,7,0,0.9713
Denmark,7,1,0.9776
Denmark,7,10,0.8501
Denmark,7,11,0.8207
Denmark,7,12,0.7899
Denmark,7,13,0.7577
Denmark,7,14,0.7247
Denmark,7,15,0.6914
Denmark,7,16,0.6577
Denmark,7,17,0.6239
Denmark,7,18,0.5906
Denmark,7,19,0.5586
Denmark,7,2,0.9792
Denmark,7,20,0.5265
Denmark,7,21,0.4950
Denmark,7,22,0.4636
Denmark,7,23,0.4326
Denmark,7,24,0.4028
Denmark,7,25,0.3749
Denmark,7,26,0.3480
Denmark,7,27,0.3236
Denmark,7,3,0.9764
Denmark,7,4,0.9693
Denmark,7,5,0.9581
Denmark,7,6,0.9429
Denmark,7,7,0.9240
Denmark,7,8,0.9021
Denmark,7,9,0.8775
Estonia,0,0,0.3268
Estonia,0,1,0.3409
Estonia,0,10,0.5244
Estonia,0,11,0.6027
Estonia,0,12,0.5251
Estonia,0,13,0.4182
Estonia,0,14,0.3379
Estonia,0,15,0.3135
Estonia,0,16,0.4424
Estonia,0,17,0.3742
Estonia,0,18,0.5237
Estonia,0,19,0.5457
Estonia,0,2,0.3008
Estonia,0,20,0.4741
Estonia,0,21,0.4447
Estonia,0,22,0.4494
Estonia,0,23,0.4068
Estonia,0,24,0.4043
Estonia,0,25,0.3103
Estonia,0,26,0.3799
Estonia,0,27,0.3324
Estonia,0,3,0.5499
Estonia,0,4,0.4087
Estonia,0,5,0.4734
Estonia,0,6,0.3297
Estonia,0,7,0.5040
Estonia,0,8,0.3986
Estonia,0,9,0.4174
Estonia,1,0,0.4857
Estonia,1,1,0.4903
Estonia,1,10,0.7250
Estonia,1,11,0.7477
Estonia,1,12,0.7727
Estonia,1,13,0.6917
Estonia,1,14,0.6272
Estonia,1,15,0.5446
Estonia,1,16,0.5371
Estonia,1,17,0.5552
Estonia,1,18,0.6198
Estonia,1,19,0.7048
Estonia,1,2,0.5270
Estonia,1,20,0.7244
Estonia,1,21,0.7450
Estonia,1,22,0.6903
Estonia,1,23,0.6809
Estonia,1,24,0.5978
Estonia,1,25,0.5738
Estonia,1,26,0.5319
Estonia,1,27,0.5573
Estonia,1,3,0.5777
Estonia,1,4,0.5907
Estonia,1,5,0.5512
Estonia,1,6,0.5489
Estonia,1,7,0.5671
Estonia,1,8,0.6364
Estonia,1,9,0.6599
Estonia,15,0,0.7202
Estonia,15,1,0.7574
Estonia,15,10,0.9738
Estonia,15,11,0.9820
Estonia,15,12,0.9861
Estonia,15,13,0.9857
Estonia,15,14,0.9818
Estonia,15,15,0.9747
Estonia,15,16,0.9651
Estonia,15,17,0.9522
Estonia,15,18,0.9368
Estonia,15,19,0.9184
Estonia,15,2,0.7928
Estonia,15,20,0.8961
Estonia,15,21,0.8709
Estonia,15,22,0.8437
Estonia,15,23,0.8146
Estonia,15,24,0.7828
Estonia,15,25,0.7501
Estonia,15,26,0.7173
Estonia,15,27,0.6848
Estonia,15,3,0.8256
Estonia,15,4,0.8555
Estonia,15,5,0.8820
Estonia,15,6,0.9063
Estonia,15,7,0.9279
Estonia,15,8,0.9468
Estonia,15,9,0.9619
Estonia,3,0,0.6223
Estonia,3,1,0.6513
Estonia,3,10,0.8681
Estonia,3,11,0.8741
Estonia,3,12,0.8742
Estonia,3,13,0.8578
Estonia,3,14,0.8411
Estonia,3,15,0.8233
Estonia,3,16,0.8188
Estonia,3,17,0.8149
Estonia,3,18,0.8174
Estonia,3,19,0.8245
Estonia,3,2,0.6825
Estonia,3,20,0.8172
Estonia,3,21,0.8025
Estonia,3,22,0.7833
Estonia,3,23,0.7566
Estonia,3,24,0.7226
Estonia,3,25,0.6874
Estonia,3,26,0.6640
Estonia,3,27,0.6616
Estonia,3,3,0.7106
Estonia,3,4,0.7293
Estonia,3,5,0.7431
Estonia,3,6,0.7705
Estonia,3,7,0.8013
Estonia,3,8,0.8378
Estonia,3,9,0.8539
Estonia,7,0,0.6586
Estonia,7,1,0.7005
Estonia,7,10,0.9441
Estonia,7,11,0.9536
Estonia,7,12,0.9565
Estonia,7,13,0.9517
Estonia,7,14,0.9442
Estonia,7,15,0.9329
Estonia,7,16,0.9211
Estonia,7,17,0.9057
Estonia,7,18,0.8902
Estonia,7,19,0.8726
Estonia,7,2,0.7398
Estonia,7,20,0.8501
Estonia,7,21,0.8232
Estonia,7,22,0.7950
Estonia,7,23,0.7650
Estonia,7,24,0.7329
Estonia,7,25,0.7022
Estonia,7,26,0.6744
Estonia,7,27,0.6513
Estonia,7,3,0.7758
Estonia,7,4,0.8068
Estonia,7,5,0.8346
Estonia,7,6,0.8610
Estonia,7,7,0.8873
Estonia,7,8,0.9117
Estonia,7,9,0.9300
Finland,0,0,0.4653
Finland,0,1,0.3920
Finland,0,10,0.4672
Finland,0,11,0.5374
Finland,0,12,0.4631
Finland,0,13,0.5675
Finland,0,14,0.4695
Finland,0,15,0.6457
Finland,0,16,0.3910
Finland,0,17,0.6837
Finland,0,18,0.4034
Finland,0,19,0.4545
Finland,0,2,0.4098
Finland,0,20,0.3499
Finland,0,21,0.3773
Finland,0,22,0.3683
Finland,0,23,0.2515
Finland,0,24,0.4877
Finland,0,25,0.3418
Finland,0,26,0.3797
Finland,0,27,0.3696
Finland,0,3,0.4913
Finland,0,4,0.4900
Finland,0,5,0.4776
Finland,0,6,0.4287
Finland,0,7,0.4588
Finland,0,8,0.4121
Finland,0,9,0.3812
Finland,1,0,0.6319
Finland,1,1,0.6253
Finland,1,10,0.6645
Finland,1,11,0.7143
Finland,1,12,0.7395
Finland,1,13,0.7730
Finland,1,14,0.7660
Finland,1,15,0.7938
Finland,1,16,0.7597
Finland,1,17,0.7599
Finland,1,18,0.6751
Finland,1,19,0.6236
Finland,1,2,0.6446
Finland,1,20,0.5464
Finland,1,21,0.5117
Finland,1,22,0.4672
Finland,1,23,0.4514
Finland,1,24,0.4530
Finland,1,25,0.4951
Finland,1,26,0.4974
Finland,1,27,0.5073
Finland,1,3,0.6763
Finland,1,4,0.6987
Finland,1,5,0.6891
Finland,1,6,0.6627
Finland,1,7,0.6364
Finland,1,8,0.6216
Finland,1,9,0.6319
Finland,15,0,0.8624
Finland,15,1,0.8837
Finland,15,10,0.9644
Finland,15,11,0.9612
Finland,15,12,0.9547
Finland,15,13,0.9453
Finland,15,14,0.9330
Finland,15,15,0.9179
Finland,15,16,0.8992
Finland,15,17,0.8785
Finland,15,18,0.8542
Finland,15,19,0.8279
Finland,15,2,0.9029
Finland,15,20,0.7991
Finland,15,21,0.7688
Finland,15,22,0.7366
Finland,15,23,0.7025
Finland,15,24,0.6679
Finland,15,25,0.6321
Finland,15,26,0.5941
Finland,15,27,0.5556
Finland,15,3,0.9200
Finland,15,4,0.9342
Finland,15,5,0.9455
Finland,15,6,0.9541
Finland,15,7,0.9601
Finland,15,8,0.9638
Finland,15,9,0.9652
Finland,3,0,0.7337
Finland,3,1,0.7501
Finland,3,10,0.8181
Finland,3,11,0.8403
Finland,3,12,0.8564
Finland,3,13,0.8715
Finland,3,14,0.8748
Finland,3,15,0.8709
Finland,3,16,0.8507
Finland,3,17,0.8241
Finland,3,18,0.7744
Finland,3,19,0.7327
Finland,3,2,0.7682
Finland,3,20,0.6837
Finland,3,21,0.6460
Finland,3,22,0.6113
Finland,3,23,0.5843
Finland,3,24,0.5654
Finland,3,25,0.5607
Finland,3,26,0.5473
Finland,3,27,0.5401
Finland,3,3,0.7804
Finland,3,4,0.7859
Finland,3,5,0.7867
Finland,3,6,0.7860
Finland,3,7,0.7887
Finland,3,8,0.7945
Finland,3,9,0.8059
Finland,7,0,0.7926
Finland,7,1,0.8160
Finland,7,10,0.9278
Finland,7,11,0.9280
Finland,7,12,0.9236
Finland,7,13,0.9173
Finland,7,14,0.9072
Finland,7,15,0.8948
Finland,7,16,0.8774
Finland,7,17,0.8586
Finland,7,18,0.8333
Finland,7,19,0.8068
Finland,7,2,0.8379
Finland,7,20,0.7776
Finland,7,21,0.7488
Finland,7,22,0.7185
Finland,7,23,0.6861
Finland,7,24,0.6555
Finland,7,25,0.6252
Finland,7,26,0.5912
Finland,7,27,0.5588
Finland,7,3,0.8601
Finland,7,4,0.8784
Finland,7,5,0.8943
Finland,7,6,0.9061
Finland,7,7,0.9154
Finland,7,8,0.9227
Finland,7,9,0.9260
France,0,0,0.6595
France,0,1,0.6033
France,0,10,0.6595
France,0,11,0.6733
France,0,12,0.6442
France,0,13,0.5895
France,0,14,0.6270
France,0,15,0.6313
France,0,16,0.5106
France,0,17,0.4927
France,0,18,0.4644
France,0,19,0.4311
France,0,2,0.6118
France,0,20,0.4250
France,0,21,0.3936
France,0,22,0.4139
France,0,23,0.4082
France,0,24,0.3556
France,0,25,0.3235
France,0,26,0.3597
France,0,27,0.3492
France,0,3,0.7440
France,0,4,0.6885
France,0,5,0.6333
France,0,6,0.7837
France,0,7,0.7690
France,0,8,0.7256
France,0,9,0.7201
France,1,0,0.7608
France,1,1,0.7979
France,1,10,0.8393
France,1,11,0.8123
France,1,12,0.7926
France,1,13,0.7850
France,1,14,0.7745
France,1,15,0.7441
France,1,16,0.6838
France,1,17,0.6109
France,1,18,0.5539
France,1,19,0.5247
France,1,2,0.8218
France,1,20,0.5015
France,1,21,0.4689
France,1,22,0.4199
France,1,23,0.3616
France,1,24,0.3072
France,1,25,0.2610
France,1,26,0.2337
France,1,27,0.2092
France,1,3,0.8443
France,1,4,0.8487
France,1,5,0.8512
France,1,6,0.8634
France,1,7,0.8962
France,1,8,0.9013
France,1,9,0.8817
France,15,0,0.8963
France,15,1,0.9223
France,15,10,0.9751
France,15,11,0.9598
France,15,12,0.9405
France,15,13,0.9173
France,15,14,0.8904
France,15,15,0.8598
France,15,16,0.8255
France,15,17,0.7881
France,15,18,0.7481
France,15,19,0.7057
France,15,2,0.9446
France,15,20,0.6611
France,15,21,0.6147
France,15,22,0.5668
France,15,23,0.5178
France,15,24,0.4682
France,15,25,0.4205
France,15,26,0.3741
France,15,27,0.3283
France,15,3,0.9633
France,15,4,0.9776
France,15,5,0.9878
France,15,6,0.9941
France,15,7,0.9962
France,15,8,0.9937
France,15,9,0.9866
France,3,0,0.8209
France,3,1,0.8571
France,3,10,0.9384
France,3,11,0.9194
France,3,12,0.8939
France,3,13,0.8620
France,3,14,0.8259
France,3,15,0.7855
France,3,16,0.7392
France,3,17,0.6889
France,3,18,0.6366
France,3,19,0.5842
France,3,2,0.8910
France,3,20,0.5303
France,3,21,0.4744
France,3,22,0.4187
France,3,23,0.3641
France,3,24,0.3110
France,3,25,0.2576
France,3,26,0.2056
France,3,27,0.1559
France,3,3,0.9233
France,3,4,0.9440
France,3,5,0.9572
France,3,6,0.9644
France,3,7,0.9674
France,3,8,0.9650
France,3,9,0.9558
France,7,0,0.8557
France,7,1,0.8897
France,7,10,0.9640
France,7,11,0.9451
France,7,12,0.9210
France,7,13,0.8918
France,7,14,0.8579
France,7,15,0.8193
France,7,16,0.7765
France,7,17,0.7298
France,7,18,0.6801
France,7,19,0.6293
France,7,2,0.9196
France,7,20,0.5768
France,7,21,0.5224
France,7,22,0.4664
France,7,23,0.4099
France,7,24,0.3538
France,7,25,0.2982
France,7,26,0.2438
France,7,27,0.1910
France,7,3,0.9448
France,7,4,0.9634
France,7,5,0.9770
France,7,6,0.9857
France,7,7,0.9893
France,7,8,0.9866
France,7,9,0.9782
Germany,0,0,0.4393
Germany,0,1,0.4088
Germany,0,10,0.7085
Germany,0,11,0.7985
Germany,0,12,0.8846
Germany,0,13,0.9031
Germany,0,14,0.8703
Germany,0,15,0.8034
Germany,0,16,0.7494
Germany,0,17,0.7431
Germany,0,18,0.8114
Germany,0,19,0.8690
Germany,0,2,0.4135
Germany,0,20,0.8673
Germany,0,21,0.8018
Germany,0,22,0.7073
Germany,0,23,0.6312
Germany,0,24,0.6305
Germany,0,25,0.7021
Germany,0,26,0.7694
Germany,0,27,0.7622
Germany,0,3,0.4708
Germany,0,4,0.5662
Germany,0,5,0.6688
Germany,0,6,0.7363
Germany,0,7,0.7434
Germany,0,8,0.7269
Germany,0,9,0.6850
Germany,1,0,0.4464
Germany,1,1,0.4564
Germany,1,10,0.7747
Germany,1,11,0.8310
Germany,1,12,0.9034
Germany,1,13,0.9562
Germany,1,14,0.9560
Germany,1,15,0.9126
Germany,1,16,0.8537
Germany,1,17,0.8159
Germany,1,18,0.8166
Germany,1,19,0.8432
Germany,1,2,0.4683
Germany,1,20,0.8585
Germany,1,21,0.8277
Germany,1,22,0.7523
Germany,1,23,0.6660
Germany,1,24,0.6143
Germany,1,25,0.6110
Germany,1,26,0.6291
Germany,1,27,0.6308
Germany,1,3,0.5126
Germany,1,4,0.5966
Germany,1,5,0.6883
Germany,1,6,0.7557
Germany,1,7,0.7809
Germany,1,8,0.7739
Germany,1,9,0.7614
Germany,15,0,0.5605
Germany,15,1,0.6116
Germany,15,10,0.9499
Germany,15,11,0.9689
Germany,15,12,0.9834
Germany,15,13,0.9930
Germany,15,14,0.9971
Germany,15,15,0.9957
Germany,15,16,0.9893
Germany,15,17,0.9782
Germany,15,18,0.9627
Germany,15,19,0.9430
Germany,15,2,0.6606
Germany,15,20,0.9187
Germany,15,21,0.8899
Germany,15,22,0.8570
Germany,15,23,0.8206
Germany,15,24,0.7820
Germany,15,25,0.7411
Germany,15,26,0.6985
Germany,15,27,0.6546
Germany,15,3,0.7077
Germany,15,4,0.7528
Germany,15,5,0.7953
Germany,15,6,0.8343
Germany,15,7,0.8694
Germany,15,8,0.9003
Germany,15,9,0.9270
Germany,3,0,0.4648
Germany,3,1,0.5214
Germany,3,10,0.9235
Germany,3,11,0.9494
Germany,3,12,0.9688
Germany,3,13,0.9822
Germany,3,14,0.9882
Germany,3,15,0.9862
Germany,3,16,0.9779
Germany,3,17,0.9622
Germany,3,18,0.9391
Germany,3,19,0.9119
Germany,3,2,0.5767
Germany,3,20,0.8804
Germany,3,21,0.8448
Germany,3,22,0.8057
Germany,3,23,0.7626
Germany,3,24,0.7168
Germany,3,25,0.6696
Germany,3,26,0.6211
Germany,3,27,0.5720
Germany,3,3,0.6313
Germany,3,4,0.6835
Germany,3,5,0.7327
Germany,3,6,0.7778
Germany,3,7,0.8194
Germany,3,8,0.8591
Germany,3,9,0.8937
Germany,7,0,0.5089
Germany,7,1,0.5638
